Material_type,Core_size,Hydro_size,Surface_charge,Surface_area,Formation_enthalpy,Conduction_band,Valence_band,Electronegativity,Assay,Cell_name,Cell_species,Cell_origin,Cell_type,Exposure_time,Exposure_dose,Toxicity
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,ATP,RAW264.7,Mouse,Blood,Cancer,24,12.5,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,ATP,RAW264.7,Mouse,Blood,Cancer,24,25.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,ATP,RAW264.7,Mouse,Blood,Cancer,24,50.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,ATP,RAW264.7,Mouse,Blood,Cancer,24,100.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,ATP,RAW264.7,Mouse,Blood,Cancer,24,200.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,0.4,Nontoxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,0.8,Nontoxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,1.6,Nontoxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,3.2,Nontoxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,6.3,Nontoxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,12.5,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,25.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,50.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,100.0,Toxic
Mn2O3,51.5,291.7,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,RAW264.7,Mouse,Blood,Cancer,24,200.0,Toxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,0.4,Nontoxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,0.8,Nontoxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,1.6,Nontoxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,3.2,Nontoxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,6.3,Nontoxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,12.5,Toxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,25.0,Toxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,50.0,Toxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,100.0,Toxic
Mn2O3,51.5,298.4,-46.1,25.9,-9.917,-4.65,-7.63,5.92,MTS,BEAS-2B,Human,Lung,Normal,24,200.0,Toxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,0.0,Nontoxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,50.0,Nontoxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,100.0,Nontoxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,250.0,Nontoxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,500.0,Nontoxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,750.0,Toxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,1000.0,Toxic
SiO2,15.0,809.7,-8.1,182.1,-26.81,-0.28,-7.9,3.81,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,1500.0,Toxic
SiO2,10.5,12.5,-43.4,260.2,-9.41,-2.02,-11.12,6.19,MTT,Calu-3,Human,Lung,Cancer,18,0.0,Nontoxic
SiO2,10.5,12.5,-43.4,260.2,-9.41,-2.02,-11.12,6.19,MTT,Calu-3,Human,Lung,Cancer,18,5.0,Nontoxic
SiO2,10.5,12.5,-43.4,260.2,-9.41,-2.02,-11.12,6.19,MTT,Calu-3,Human,Lung,Cancer,18,10.0,Nontoxic
SiO2,10.5,12.5,-43.4,260.2,-9.41,-2.02,-11.12,6.19,MTT,Calu-3,Human,Lung,Cancer,18,25.0,Toxic
SiO2,10.5,12.5,-43.4,260.2,-9.41,-2.02,-11.12,6.19,MTT,Calu-3,Human,Lung,Cancer,18,50.0,Toxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,0.0,Nontoxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,5.0,Nontoxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,10.0,Nontoxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,20.0,Toxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,50.0,Toxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,100.0,Toxic
SiO2,12.0,70.4,-34.9,227.7,-9.41,-2.02,-11.12,6.19,MTT,MCF-7,Human,Breast,Cancer,24,200.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,0.0,Nontoxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,50.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,100.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,250.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,500.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,750.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,1000.0,Toxic
ZnO,71.0,188.9,-10.8,15.1,-19.49,-5.3,-11.36,8.33,CytoTox-Glo,HaCaT,Human,Skin,Normal,24,1500.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,0.4,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,0.8,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,1.6,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,3.2,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,6.3,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,12.5,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,50.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,100.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,RAW264.7,Mouse,Blood,Cancer,24,200.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,0.4,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,0.8,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,1.6,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,3.2,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,6.3,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,12.5,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,25.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,50.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,100.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,RAW264.7,Mouse,Blood,Cancer,24,200.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,0.4,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,0.8,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,1.6,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,3.2,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,6.3,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,12.5,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,25.0,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,50.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,100.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,LDH,BEAS-2B,Human,Lung,Normal,24,200.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,0.4,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,0.8,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,1.6,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,3.2,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,6.3,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,12.5,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,25.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,50.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,100.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,ATP,BEAS-2B,Human,Lung,Normal,24,200.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,0.4,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,0.8,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,1.6,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,3.2,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,6.3,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,12.5,Nontoxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,25.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,50.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,100.0,Toxic
ZnO,22.6,69.4,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,RAW264.7,Mouse,Blood,Cancer,24,200.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,0.4,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,0.8,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,1.6,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,3.2,Nontoxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,6.3,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,12.5,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,25.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,50.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,100.0,Toxic
ZnO,22.6,114.7,28.8,47.4,-3.608,-3.89,-7.2,5.67,MTS,BEAS-2B,Human,Lung,Normal,24,200.0,Toxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,0.0,Nontoxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,5.0,Nontoxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,10.0,Nontoxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,25.0,Toxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,50.0,Toxic
ZnO,52.0,97.0,-29.0,20.6,-3.608,-3.89,-7.2,5.67,MTT,A549,Human,Lung,Cancer,24,100.0,Toxic
ZnO,70.0,127.7,33.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,9.7,Nontoxic
ZnO,70.0,127.7,33.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,78.0,Toxic
ZnO,70.0,127.7,33.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,155.1,Toxic
ZnO,70.0,127.7,33.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,300.0,Toxic
ZnO,70.0,127.7,33.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,480.6,Toxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,9.8,Nontoxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,20.0,Nontoxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,37.2,Nontoxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,77.0,Nontoxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,153.0,Toxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,312.3,Toxic
ZnO,70.0,119.4,-27.5,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,474.2,Toxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,8.0,Nontoxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,15.9,Nontoxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,31.7,Nontoxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,64.6,Nontoxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,128.4,Nontoxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,255.2,Toxic
ZnO,70.0,110.8,-20.3,15.3,-3.608,-3.89,-7.2,5.67,WST,THP-1,Human,Blood,Cancer,24,372.2,Toxic
