Material_type,Core_size,Hydro_size,Surface_charge,Surface_area,Formation_enthalpy,Conduction_band,Valence_band,Electronegativity,Assay,Cell_name,Cell_species,Cell_origin,Cell_type,Exposure_time,Exposure_dose,Toxicity
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,0,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,4,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,8,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,16,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,32,Non-Toxic
TiO2,21.03,398.55,-8.9,89.01,-9.779,-4.16,-7.49,5.77,Neutral red,HASMCs,Human,Aorta,Normal,24,64,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,0,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,4,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,8,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,16,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,32,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,CCK-8,HASMCs,Human,Aorta,Normal,24,64,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,0,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,4,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,8,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,16,Non-Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,32,Toxic
ZnO,51.76,241.15,-6.3,17.6,-3.608,-3.89,-7.2,5.67,Neutral red,HASMCs,Human,Aorta,Normal,24,64,Toxic
CuO,46,146,-13.1,17.2,-1.609,-5.17,-6.51,5.87,CFA,A549,Human,Lung,Cancer,24,1,Non-Toxic
CuO,46,146,-13.1,17.2,-1.609,-5.17,-6.51,5.87,CFA,A549,Human,Lung,Cancer,24,5,Non-Toxic
CuO,46,146,-13.1,17.2,-1.609,-5.17,-6.51,5.87,CFA,A549,Human,Lung,Cancer,24,10,Non-Toxic
CuO,46,146,-13.1,17.2,-1.609,-5.17,-6.51,5.87,CFA,A549,Human,Lung,Cancer,24,15,Non-Toxic
CuO,46,146,-13.1,17.2,-1.609,-5.17,-6.51,5.87,CFA,A549,Human,Lung,Cancer,24,17.5,Non-Toxic
TiO2,24,400,-12,46,-9.779,-4.16,-7.49,5.77,CFA,A549,Human,Lung,Cancer,24,1,Non-Toxic
TiO2,24,400,-12,46,-9.779,-4.16,-7.49,5.77,CFA,A549,Human,Lung,Cancer,24,7.5,Non-Toxic
TiO2,24,400,-12,46,-9.779,-4.16,-7.49,5.77,CFA,A549,Human,Lung,Cancer,24,25,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,Caco-2,Human,Colon,Cancer,24,0,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,Caco-2,Human,Colon,Cancer,24,100,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,Caco-2,Human,Colon,Cancer,24,200,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,Caco-2,Human,Colon,Cancer,24,400,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,Caco-2,Human,Colon,Cancer,24,600,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,HEK293,Human,Kidney,Normal,24,0,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,HEK293,Human,Kidney,Normal,24,100,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,HEK293,Human,Kidney,Normal,24,200,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,HEK293,Human,Kidney,Normal,24,400,Non-Toxic
Fe3O4,16.8,1540,33.6,56,-11.59,-5,-6.85,5.78,CellTilter-Glo,HEK293,Human,Kidney,Normal,24,600,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Fibroblast,Human,Lung,Normal,48,0,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Fibroblast,Human,Lung,Normal,48,10,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Fibroblast,Human,Lung,Normal,48,46.4,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Fibroblast,Human,Lung,Normal,48,100,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Keratinocyte,Human,Skin,Normal,48,0,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Keratinocyte,Human,Skin,Normal,48,10,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Keratinocyte,Human,Skin,Normal,48,46.4,Non-Toxic
TiO2,21,477.7,-10.1,29.96,-9.779,-4.16,-7.49,5.77,Flow cytometry,Keratinocyte,Human,Skin,Normal,48,100,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,1,50,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,1,25,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,1,10,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,3,50,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,3,25,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,3,10,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,6,50,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,6,25,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,6,10,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,12,50,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,12,25,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,12,10,Non-Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,24,50,Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,24,25,Toxic
CuO,28,125,-8.96,23.2,-1.609,-5.17,-6.51,5.87,MTT,RAW264.7,Mouse,Blood,Cancer,24,10,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,0,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,25,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,50,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,100,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,200,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,400,Non-Toxic
Al2O3,16.5,312,38,92.0598389,-17.345,-1.51,-9.81,5.67,MTS,Jurkat,Human,Blood,Cancer,24,800,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,0,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,25,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,50,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,100,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,200,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,400,Non-Toxic
CeO2,5,200,33.4,166.2049861,-11.284,-3.8,-7.45,5.65,MTS,Jurkat,Human,Blood,Cancer,24,800,Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,0,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,25,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,50,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,100,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,200,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,400,Non-Toxic
TiO2,6,31,47,236.4066194,-9.779,-4.16,-7.49,5.77,MTS,Jurkat,Human,Blood,Cancer,24,800,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,0,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,25,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,50,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,100,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,200,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,400,Non-Toxic
Y2O3,40,295,25.1,29.82107356,-19.748,-2.35,-8.2,5.41,MTS,Jurkat,Human,Blood,Cancer,24,800,Non-Toxic
TiO2,15,226,-33.8,146,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,0,Non-Toxic
TiO2,15,226,-33.8,146,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,15,Non-Toxic
TiO2,15,226,-33.8,146,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,30,Non-Toxic
TiO2,15,226,-33.8,146,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,60,Non-Toxic
TiO2,15,226,-33.8,146,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,120,Non-Toxic
TiO2,61,1094,-32.6,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,0,Non-Toxic
TiO2,61,1094,-32.6,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,15,Non-Toxic
TiO2,61,1094,-32.6,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,30,Non-Toxic
TiO2,61,1094,-32.6,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,60,Non-Toxic
TiO2,61,1094,-32.6,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,120,Non-Toxic
TiO2,135,1275,-33.7,41,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,0,Non-Toxic
TiO2,135,1275,-33.7,41,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,15,Non-Toxic
TiO2,135,1275,-33.7,41,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,30,Non-Toxic
TiO2,135,1275,-33.7,41,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,60,Non-Toxic
TiO2,135,1275,-33.7,41,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,120,Toxic
TiO2,30,1398,-36.4,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,0,Non-Toxic
TiO2,30,1398,-36.4,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,15,Non-Toxic
TiO2,30,1398,-36.4,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,30,Non-Toxic
TiO2,30,1398,-36.4,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,60,Non-Toxic
TiO2,30,1398,-36.4,61,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,120,Non-Toxic
TiO2,21,325,-33.1,55,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,0,Non-Toxic
TiO2,21,325,-33.1,55,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,15,Non-Toxic
TiO2,21,325,-33.1,55,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,30,Non-Toxic
TiO2,21,325,-33.1,55,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,60,Non-Toxic
TiO2,21,325,-33.1,55,-9.779,-4.16,-7.49,5.77,Trypan blue,A549,Human,Lung,Cancer,24,120,Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,1,516.33,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,1,602.39,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,1,688.44,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,1,774.5,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,1,860.55,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,2,516.33,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,2,602.39,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,2,688.44,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,2,774.5,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,2,860.55,Non-Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,24,516.33,Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,24,602.39,Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,24,688.44,Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,24,774.5,Toxic
CeO2,5,30.6,35,178,-11.284,-3.8,-7.45,5.65,CCK-8,Fibroblast,Human,Lung,Normal,24,860.55,Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,0,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,0.5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,1,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,10,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,25,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,50,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,125,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,250,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,SKMDC,Human,Muscle,Normal,24,500,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,0,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,0.5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,1,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,10,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,25,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,50,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,125,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,250,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,Fibroblast,Human,Lung,Normal,24,500,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,0,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,0.5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,1,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,10,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,25,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,50,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,125,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,250,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,RAW264.7,Mouse,Blood,Cancer,24,500,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,0,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,0.5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,1,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,5,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,10,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,25,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,50,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,125,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,250,Non-Toxic
Fe2O3,9.9,11.7,-30,94.9,-8.512,-4.99,-6.99,5.98,MTT,HUVECs,Human,Umbilical vein,Normal,24,500,Non-Toxic
